,3V3C,3V3T,3V6C,3V6T,4V3C,4V3T,4V6C,4V6T,11V2C,11V3C,11V3T,11V6C,11V6T,13V2C,13V2T,13V3C,13V3T,13V6C,13V6T,14V3C,14V3T,14V6C,14V6T,15V3C,15V3T,15V6C,15V6T
3.6.1.12,5,83,1,28,75,6,42,24,23,32,0,10,2,17,0,2,23,40,19,16,5,18,1,34,11,9,26
4.2.1.148,2,2,25,0,0,6,2,4,6,7,1,1,22,0,1,1,5,3,0,5,0,6,0,20,0,5,0
4.1.3.24,4,2,15,3,0,4,12,1,8,0,1,13,23,1,0,1,9,8,0,12,0,3,4,14,2,6,2
3.5.1.56,4,1,58,9,0,2,1,1,37,2,1,5,10,0,3,2,8,0,2,12,1,10,18,34,4,2,4
1.16.1.7,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4.1.1.64,2,2,1,5,0,0,0,0,0,3,0,17,1,17,2,0,6,10,60,2,1,5,1,2,0,0,1
1.3.8.5,79,98,44,21,3,8,56,14,25,45,3,51,48,1,88,7,39,10,74,47,3,43,2,47,7,2,29
1.7.1.3,3,0,36,2,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,7,0,1,19
1.8.2.3,56,2,1,0,1,10,8,0,4,3,1,19,2,1,1,8,22,16,6,2,0,4,0,27,0,0,20
1.1.1.202,169,221,18,223,0,283,159,70,144,37,265,70,40,20,17,2,91,87,143,93,6,65,7,37,28,6,9
4.1.2.27,0,1,0,0,0,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,1,2,2,17,0
1.2.1.32,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
3.5.99.5,0,0,0,0,0,0,2,10,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,31
4.2.1.8,1,0,8,15,0,7,3,5,1,0,0,18,1,0,2,0,15,2,1,1,1,7,0,2,0,3,2
2.4.1.292,2,2,47,215,1,48,34,1,44,34,2,4,36,7,2,1,36,52,37,35,29,73,40,93,28,14,29
1.14.13.168,1,1,57,7,0,7,11,10,0,1,2,15,5,1,12,3,11,4,4,16,3,12,3,11,13,2,64
4.1.1.18,60,53,10,223,0,5,143,60,113,34,2,72,25,45,9,29,75,73,5,58,13,60,15,84,58,195,115
4.1.3.32,1,0,3,6,0,10,1,13,2,1,0,9,2,0,1,0,19,9,3,0,14,9,0,0,0,9,26
1.16.1.9,47,27,10,13,0,11,7,3,23,28,1,33,0,1,14,30,47,11,72,16,1,6,0,13,4,13,36
2.7.13.-,4,5,31,3,0,5,46,3,10,5,4,32,12,3,76,3,79,11,106,9,22,29,18,44,14,70,20
5.4.99.2,4570,5379,3039,14908,347,12098,7989,8668,6924,3960,3376,3627,3095,1163,4010,1043,10651,4846,6280,4367,2334,3839,3194,1669,1361,4390,5247
6.3.5.7,29,36,29,228,0,270,32,79,24,14,5,134,63,26,6,4,30,80,111,57,8,48,1,15,13,24,151
1.1.1.335,0,0,10,7,0,2,23,16,3,1,2,8,2,43,2,2,364,30,0,52,0,18,1,0,20,2,1
2.6.1.98,52,577,86,150,0,60,130,146,61,12,37,56,64,29,11,37,35,143,201,54,24,96,21,29,16,21,69
1.14.19.20,0,0,1,2,0,0,1,1,0,0,114,59,20,0,1,0,2,0,0,14,0,3,0,20,0,0,44
3.4.14.5,345,2431,196,1101,3,559,1594,884,532,400,159,408,266,166,51,191,345,1118,162,364,238,299,201,257,77,622,307
2.3.2.18,1,664,35,390,0,735,227,289,291,175,78,114,10,35,73,39,126,139,314,97,41,88,51,169,73,107,131
4.2.1.22,45,2035,97,270,0,168,442,209,279,116,187,83,12,28,6,40,21,372,1,29,21,48,56,34,27,35,117
2.3.1.183,38,815,27,90,1,26,62,61,5,3,1,94,12,31,3,1,56,58,42,55,0,153,4,500,3,16,91
1.1.1.76,1,0,4,0,0,0,4,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
3.2.1.185,188,146,54,107,2,212,1236,159,120,70,45,113,23,3,80,5,98,100,59,74,22,76,133,96,24,22,141
2.4.1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.7.1.74,113,302,88,652,2,142,94,208,322,165,54,247,138,26,8,65,195,246,357,443,399,282,82,176,66,189,537
1.13.-.-,0,1,2,1,0,0,0,3,1,15,0,4,1,0,36,1,6,0,4,1,2,0,0,5,2,16,18
3.2.1.14,174,100,30,97,1,58,64,41,39,49,91,90,2891,16,22,41,85,84,78,82,238,55,134,100,9,53,77
4.2.1.2,45,0,56,19,0,6,11,14,1,1,5,13,26,1,5,4,5,17,11,17,1,1,0,1,4,10,7
3.4.24.28,2,1,4,11,5,3,17,38,20,2,1,2,3,1,1,1,191,8,3,18,6,18,13,3,21,3,36
1.1.1.4,642,3726,657,1283,266,1644,2570,1184,1010,358,678,493,516,497,1066,302,1015,1566,353,390,743,432,489,1077,412,1003,1996
3.1.4.12,0,0,1,0,0,9,0,0,1,0,0,4,0,0,0,0,1,0,0,5,0,0,0,2,0,1,1
1.1.2.-,12,38,22,12,0,18,40,180,33,54,5,70,74,1,6,2,43,39,81,55,955,60,806,7,72,24,68
1.4.3.19,553,2774,127,116,55,193,1656,242,285,151,55,185,17,61,57,67,71,978,5,24,35,71,2,75,15,104,192
2.7.7.73,76,109,147,89,90,74,119,12,25,40,0,22,28,66,23,70,36,18,80,34,0,36,17,31,6,6,71
2.3.3.9,45,2,19,10,0,31,11,6,18,2,0,44,65,1,1,3,5,5,3,9,9,10,1,21,13,52,83
2.1.1.237,0,1,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0
1.8.1.14,66,172,66,1118,1,87,260,482,235,341,177,281,126,25,106,0,76,284,56,138,495,128,420,31,28,75,158
2.7.1.25,2,2,0,1,0,2,9,2,1,2,0,0,7,0,0,25,1,0,1,2,0,5,0,0,2,3,1
1.3.1.76,68,90,2,37,0,1,27,6,0,0,2,1,2,0,1,0,0,22,1,14,8,10,0,17,22,28,13
1.14.13.182,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,0,1
1.14.13.114,3,1,1,0,0,1,5,4,1,5,0,19,0,0,0,32,3,5,2,11,0,11,0,8,1,3,26
6.1.1.19,1,29,18,8,0,6,14,28,28,1,3,10,7,0,2,1,8,27,70,19,1,12,0,20,9,8,48
6.1.1.23,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,1,0,0,1
4.1.1.74,1,7,30,2,0,22,13,9,0,3,0,6,2,0,4,3,17,14,1,10,0,3,33,1,1,4,0
6.4.1.-,3,33,1,1,0,2,3,2,0,0,0,10,0,0,0,0,4,3,54,13,1,13,2,4,4,3,3
3.2.2.9,7,2,19,10,0,2,8,4,4,3,2,19,2,52,1,19,44,4,1,102,842,64,37,42,23,13,95
4.1.1.22,0,14,12,6,0,0,0,1,0,0,24,3,24,0,6,2,0,0,0,4,1,4,1,2,1,2,0
2.1.1.301,61,28,1,5,0,2,41,2,4,2,2,15,5,33,2,171,5,35,3,4,1,7,0,4,31,0,77
2.3.2.-,64,751,1407,4552,34,12910,6633,5225,2727,2001,1521,2812,1401,676,142,524,533,3483,376,652,764,932,981,376,163,1369,1355
3.5.4.23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
3.4.14.11,63,4,10,25,0,14,16,13,83,0,19,8,13,1,2,90,33,12,4,20,8,25,0,11,4,47,4
1.14.14.5,3,9,32,9,0,44,9,15,19,5,3,47,88,4,2,2,23,22,56,7,3,5,149,34,52,38,95
3.5.4.2,0,9,22,13,0,14,12,3,17,4,1,21,2,1,1,14,16,25,1,4,0,6,4,2,3,15,4
4.4.1.25,1,0,1,0,0,0,0,0,0,0,108,0,0,0,0,0,1,0,2,1,2,0,0,0,0,0,1
1.1.1.361,0,0,0,5,0,0,0,0,0,1,0,2,0,0,1,0,5,1,0,1,0,0,0,0,0,0,25
3.1.3.92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,1,0,2
2.6.1.104,3,1,0,0,0,0,0,4,1,3,0,4,0,0,2,0,0,0,0,0,0,6,0,4,0,0,1
2.3.1.209,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,10,9,5,0,0,0,0,0
4.2.1.137,0,34,1,2,0,12,4,14,4,1,0,15,4,1,3,0,53,9,59,12,13,19,1,21,2,1,29
1.1.1.371,1,0,0,0,0,0,10,2,0,0,0,5,0,1,1,0,3,6,1,9,0,2,0,5,1,0,1
3.5.3.8,4,0,9,0,0,2,1,0,0,24,3,1,0,0,2,0,1,8,1,1,0,2,0,1,0,7,22
3.6.1.61,113,1577,1,209,0,177,506,166,142,27,0,40,64,51,66,43,23,225,3,84,161,77,92,17,16,228,264
2.1.1.63,28,135,250,107,104,1917,416,189,211,51,1,61,166,312,18,98,21,295,4,25,2,20,1,79,6,18,195
3.7.1.9,7,33,53,19,0,15,26,7,13,2,1,10,11,0,2,0,8,22,2,16,1,15,0,26,4,4,4
1.2.7.3,1193,318,200,837,3,1077,663,504,540,160,546,511,555,109,321,132,625,368,454,256,117,238,147,174,59,234,303
2.6.1.105,0,29,0,0,0,37,1,1,0,1,0,1,9,0,0,0,3,4,3,5,0,5,0,0,0,3,3
1.4.1.9,5,3,7,10,0,14,3,9,12,2,0,11,19,1,1,35,5,21,0,9,0,16,1,16,6,12,1
2.3.1.19,51,122,56,252,55,58,95,212,149,97,91,109,115,67,5,28,516,104,4,207,220,249,311,114,82,549,218
3.4.21.116,20,87,12,48,0,74,32,17,46,5,7,25,52,1,19,0,27,21,5,25,1,19,10,41,20,9,4
1.14.16.1,1,5,2,3,0,6,8,1,8,14,31,15,44,35,173,121,16,7,9,38,16,36,51,205,17,2,21
4.4.1.1,429,226,819,724,1,593,548,516,262,127,68,99,134,56,88,20,179,191,246,292,204,214,448,495,28,273,378
4.2.3.130,1,0,2,0,1,3,3,6,0,1,0,14,4,1,0,44,0,1,1,4,0,14,2,2,0,0,0
1.1.1.215,672,635,93,380,1,4452,756,430,202,103,453,72,127,96,396,131,507,399,181,64,18,106,2,33,39,51,16
1.5.5.2,3,20,4,26,0,16,12,17,84,37,0,11,2,1,2,0,1,5,126,82,9,110,21,207,23,139,57
3.5.3.11,90,868,40,774,1,350,207,235,475,220,95,188,166,101,27,29,411,456,464,176,128,140,223,212,169,280,1626
1.14.13.165,0,1,1,5,0,0,4,2,0,0,0,2,1,0,1,0,0,2,0,1,0,1,0,4,16,0,26
2.7.7.49,35,11,11,145,3,43,112,254,31,47,6,48,98,96,34,104,87,281,226,97,13,141,67,22,18,81,33
3.4.24.83,0,0,0,5,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.18.1.6,0,0,9,8,0,165,88,87,1,1,1,45,0,0,11,1,5,79,9,43,18,13,14,13,38,13,114
3.1.6.6,69,5,18,203,0,7,11,81,269,174,5,114,166,1,1,4,44,52,9,53,15,78,6,57,7,4,76
2.4.2.26,29,102,5,7,0,30,11,6,1,47,5,13,12,5,7,26,3,21,25,12,11,3,2,20,18,2,17
3.1.1.65,8,5,3,1,1,2,0,0,0,2,2,0,3,32,4,35,0,0,11,1,0,1,0,2,2,2,3
5.1.1.17,5,227,61,7,165,95,2,1,7,0,5,9,24,93,193,171,61,22,1,16,1,6,2,31,173,40,414
2.1.1.184,0,0,0,11,0,0,1,0,221,327,80,133,281,43,1,41,49,112,62,49,3,2,3,11,4,1,78
1.1.1.287,1,6,59,3,0,1,16,3,9,2,1,94,2,1,0,12,58,36,15,236,6,30,22,277,56,33,44
2.7.1.8,1,2,3,16,0,1,7,3,1,5,54,3,13,3,35,0,1,7,1,4,0,16,0,1,0,1,32
3.8.1.5,6,3,21,44,1,38,14,25,16,0,113,10,7,19,9,1,49,4,8,13,3,9,1,29,13,12,26
1.14.11.18,1,0,22,0,0,2,3,2,0,3,0,0,0,1,2,0,4,2,0,5,0,0,0,0,0,7,0
3.5.1.94,78,34,3,3,1,28,8,3,2,0,42,19,4,1,5,1,34,2,6,13,1,16,2,62,0,7,2
1.1.1.11,0,1,11,0,0,0,1,0,0,1,0,6,5,1,4,0,25,6,78,13,18,4,62,14,24,15,63
4.1.1.7,4,1,13,3,1,12,1,5,1,1,3,12,26,2,2,43,7,1,1,17,0,6,1,42,1,6,3
1.2.1.67,1,4,27,2,0,28,3,5,15,5,7,7,1,2,5,0,21,20,1,17,2,9,0,72,22,7,55
4.1.1.97,1,0,0,2,0,1,0,2,1,0,1,2,1,2,0,0,1,2,0,1,5,1,0,2,0,0,0
3.5.4.32,19,4,8,0,0,38,15,3,21,22,6,17,63,1,14,9,16,9,4,9,6,10,1,4,1,1,11
1.2.1.83,17,41,28,4,0,6,9,15,15,10,3,17,38,1,3,0,16,1,3,19,6,10,0,38,18,50,21
2.1.1.133,5,45,14,13,0,23,14,1,0,1,0,9,1,1,0,4,1,3,2,6,8,5,0,8,0,45,37
1.3.1.54,11,1,23,13,1,2,5,4,2,0,3,21,23,1,1,1,49,15,1,12,1,4,0,58,0,14,43
2.1.1.132,2,33,43,13,1,1,19,5,89,1,0,12,1,10,86,5,41,32,47,20,1,18,0,17,11,68,30
5.4.99.61,1,1,202,44,0,14,48,4,6,0,3,23,33,0,2,1,6,30,45,12,0,8,0,37,16,60,22
2.1.1.131,40,2,7,1,77,18,6,6,12,43,29,4,7,1,11,1,11,2,3,1,12,1,2,7,1,4,4
6.6.1.1,164,299,209,301,1,221,163,263,256,181,521,241,215,128,125,60,685,228,584,128,128,178,261,370,879,153,1069
2.4.1.12,67,197,143,44,0,27,51,16,32,39,4,108,56,32,123,9,71,41,88,86,53,148,70,122,22,115,110
2.4.2.52,49,81,37,8,0,32,16,12,2,0,1,22,6,3,1,1,12,0,21,6,0,10,0,9,5,23,14
2.3.1.109,23,5,23,5,0,42,11,4,20,7,4,25,6,1,28,5,46,6,2,11,0,17,0,9,4,4,14
2.4.1.80,0,0,2,0,0,0,1,4,4,0,0,15,1,0,0,0,10,2,1,2,0,2,0,1,0,0,10
3.7.1.14,2,1,9,1,1,0,1,0,1,1,0,0,0,0,1,0,2,1,7,5,0,0,0,2,0,0,4
4.1.1.41,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.4.21.100,24,32,27,4,0,5,14,7,20,4,4,40,3,1,3,39,9,17,1,31,1,20,16,28,23,7,28
1.1.1.135,0,0,2,1,0,11,27,12,0,0,1,1,5,0,0,2,27,7,0,6,0,27,16,2,2,1,2
3.1.27.3,2,11,20,29,215,1966,171,75,32,3,49,31,2,121,0,71,22,63,59,4,0,4,0,8,0,6,18
1.1.1.57,1,1,3,85,0,12,2,1,4,1,1,18,39,0,7,0,12,7,1,5,0,1,20,27,1,9,1
3.1.1.88,0,25,2,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,1,2,0,0,0,1,0,0,0
1.1.2.6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,2
1.14.11.1,0,0,3,9,0,0,5,0,4,0,1,0,6,0,0,0,1,1,1,4,0,1,0,2,0,6,7
4.2.1.146,33,1,2,0,0,1,5,1,1,0,50,12,0,0,0,32,20,7,9,22,0,6,3,37,12,6,45
1.14.15.13,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
6.4.1.8,5,30,1,4,0,39,4,4,6,2,151,6,6,1,4,2,15,2,0,7,0,10,0,26,4,19,21
1.17.1.8,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,17,0,0,1,0,0,9,1,0,0,0
1.18.1.5,2,2,0,0,0,0,6,2,33,53,32,113,210,0,3,0,2,0,5,4,0,7,13,1,0,6,1
1.5.8.3,8,0,67,9,0,4,11,8,5,3,3,47,0,0,2,19,56,4,5,7,0,7,0,27,20,8,21
1.1.99.11,2,0,5,4,0,27,11,7,3,2,2,17,34,1,0,3,18,20,69,17,0,27,0,12,8,9,101
5.5.1.-,13,2,20,5,1,1,7,3,1,2,0,34,23,0,2,55,53,15,3,8,5,12,0,14,11,9,81
1.14.13.142,0,1,7,2,0,3,3,3,8,0,2,267,3,2,32,26,20,12,83,33,8,18,0,130,0,3,50
4.2.1.106,85,0,0,2,0,0,5,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,7,0,17,2
1.1.1.51,4,0,2,6,0,0,11,0,18,1,0,19,4,70,94,11,5,38,0,4,0,11,0,36,16,8,35
1.3.7.9,603,468,43,367,0,503,222,125,113,41,178,18,117,89,138,31,98,91,66,61,17,50,9,29,17,10,14
1.5.1.25,39,2,8,0,0,20,15,2,21,1,6,16,16,3,9,1,15,19,12,10,2,18,0,47,32,2,3
2.5.1.21,0,0,0,6,0,0,3,0,6,37,0,3,16,0,1,0,4,0,0,0,0,0,0,3,0,17,77
6.2.1.n2,0,1,3,0,0,26,10,19,0,1,5,8,0,0,4,0,4,0,53,4,1,10,0,8,1,4,16
5.1.1.8,2,1,0,0,0,1,2,0,0,0,1,4,0,0,0,0,0,2,0,0,0,0,2,4,0,0,0
5.4.2.9,72,70,41,338,0,14,21,32,38,71,2,88,38,25,7,2,20,59,97,64,32,44,34,62,4,63,115
2.6.1.84,8,0,21,4,0,2,1,12,3,0,3,688,37,0,6,4,82,22,79,73,1,149,2,554,6,73,282
4.1.1.75,1,1,18,8,0,332,2,10,0,0,0,13,11,1,12,6,10,4,7,2,1,17,0,0,2,8,12
1.5.3.19,3,1,3,0,0,6,3,4,0,4,1,12,22,0,4,1,5,6,63,6,8,10,20,17,5,2,44
1.2.1.88,244,6119,5,1115,0,201,1242,535,251,178,62,146,216,54,6,203,166,704,193,139,216,128,163,105,52,90,138
1.1.1.248,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
1.1.3.6,6,1,40,16,0,68,13,15,8,30,5,33,35,0,0,1,6,35,5,18,0,5,0,1,9,3,32
4.2.1.82,26,55,570,82,0,16,11,5,19,10,2,3,26,2,3,0,17,15,7,7,7,9,10,8,17,3,34
1.2.1.11,0,32,4,34,0,1,13,7,4,5,6,75,5,0,3,3,32,36,3,54,1,18,7,50,22,13,103
3.2.2.n1,129,2560,60,312,62,177,368,247,175,78,133,161,38,29,8,35,115,254,6,140,73,80,109,155,51,30,113
1.13.11.66,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,3,0,1,0,0,4,0,0,0,0,17
1.4.3.5,2,4,30,5,1,28,0,2,2,2,4,0,5,1,1,3,12,11,0,6,0,1,0,4,1,0,1
4.1.1.25,5,20,1,2,1,59,3,1,1,1,1,45,1,0,0,0,12,1,1,11,2,1,0,33,1,5,21
4.1.1.77,0,2,1,0,0,0,1,2,14,1,0,2,7,0,0,1,2,1,7,1,0,10,0,21,2,0,38
1.14.13.7,727,37,486,553,0,796,1157,654,473,160,153,572,574,127,126,103,82,418,159,70,295,85,101,134,33,76,311
1.5.1.33,0,0,2,0,0,0,1,1,0,0,0,13,6,0,1,0,1,0,0,8,0,2,8,16,0,5,15
4.2.1.129,2,0,31,0,0,2,2,0,3,6,0,3,1,0,2,0,9,22,0,6,0,2,0,1,3,15,2
3.1.1.15,0,0,3,2,0,1,0,0,0,1,0,19,1,0,0,0,3,2,7,1,0,1,0,3,15,0,2
4.1.2.41,5,0,28,0,0,0,0,0,0,29,0,3,7,0,0,0,2,8,1,2,0,0,0,11,0,1,3
1.14.14.9,65,40,77,10,0,4,11,8,38,4,2,9,31,1,3,0,6,23,1,17,1,26,1,44,15,11,44
1.1.1.219,123,5734,50,498,0,648,1048,504,103,7,64,74,43,56,36,41,106,592,65,29,36,19,1,41,11,147,234
3.5.3.26,20,0,57,157,0,1,21,35,98,76,3,56,0,0,4,3,39,63,1,100,6,45,0,3,0,5,67
2.3.2.4,0,1,3,7,0,1,1,0,2,2,0,7,1,0,0,0,4,5,1,5,0,1,0,0,0,9,14
4.2.1.42,30,49,12,8,1,5,21,20,3,1,0,11,7,2,16,2,48,6,5,21,4,9,0,23,3,13,20
1.2.1.73,0,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,2,3,0,0,0,3,0,1,0,0,2
4.2.2.22,0,1,2,0,0,56,33,56,4,0,1,117,19,1,0,3,1,14,0,27,0,21,34,11,0,0,28
2.7.1.103,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,109,0,1,0,0,0,0
2.7.1.85,27,384,39,292,1,53,86,121,24,73,140,123,31,0,36,5,58,165,6,88,28,122,15,47,40,44,859
4.2.1.44,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1
1.1.1.159,1,0,14,1,0,5,0,1,1,1,1,10,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0
4.2.2.23,7,6,30,22,0,52,5,7,38,65,5,47,26,0,21,3,26,31,39,14,11,22,8,61,1,7,10
4.2.1.7,201,78,379,134,84,536,101,83,54,29,59,142,64,8,59,8,148,76,197,62,17,93,12,84,31,65,154
2.3.1.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,6,19,5,0,20,96
3.2.1.131,6,2,10,9,0,33,9,7,1,1,3,14,10,1,0,0,17,11,0,43,1,34,3,48,1,14,22
1.1.1.87,0,0,1,0,0,1,0,3,13,0,1,30,113,0,1,0,0,11,6,14,2,7,0,17,1,1,35
1.1.99.28,11,384,17,163,1,187,82,189,281,216,4,88,4,30,5,16,72,146,12,62,86,64,75,110,8,132,170
4.1.1.2,0,0,5,7,0,12,3,2,0,1,2,13,2,0,0,0,1,3,0,12,1,7,0,15,1,0,2
2.3.1.74,2,0,0,1,0,34,0,67,1,0,0,7,1,0,4,0,0,1,0,1,2,9,2,8,0,1,18
3.5.1.98,57,1982,6,49,1,119,84,85,7,1,1,107,2,0,0,2,55,12,146,6,19,6,54,141,14,12,92
1.3.1.104,120,2,59,177,0,41,39,56,64,73,9,33,51,2,2,0,14,101,155,34,7,19,64,42,36,72,30
1.11.1.1,46,158,77,451,3,185,186,145,130,220,10,236,83,29,3,36,105,56,7,78,39,45,11,231,0,402,151
2.4.1.52,45,5,0,31,1,22,21,16,5,4,6,56,29,1,4,69,46,25,2,34,0,19,19,64,7,6,79
5.3.2.5,11,47,37,6,0,2,13,0,6,0,0,19,40,0,0,0,12,0,1,1,0,1,0,7,0,1,44
6.3.1.5,9,140,0,321,3,457,149,630,94,15,43,163,34,20,0,0,74,235,183,81,18,91,42,1,7,3,117
3.1.1.23,497,65,228,89,55,5,107,14,22,48,1,142,170,41,4,27,13,11,46,66,8,32,1,8,19,54,99
1.11.2.4,7,0,3,2,0,31,2,4,1,20,1,6,1,0,2,0,1,6,8,4,0,13,0,9,21,1,17
3.6.1.58,0,0,0,7,0,1,16,10,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,4
3.2.1.179,1,30,2,13,0,18,19,3,3,0,1,7,0,1,0,0,2,0,0,12,2,8,0,10,13,9,14
3.2.1.99,92,9,107,115,1,25,48,26,73,79,158,35,15,32,8,64,38,41,35,83,18,72,5,103,14,33,159
3.2.1.6,0,2,1,12,0,0,5,1,1,1,0,4,1,1,2,0,3,5,31,12,22,14,0,15,0,16,68
1.1.1.301,2,2,23,7,0,56,15,17,23,17,0,12,3,2,8,1,18,14,2,19,7,16,0,10,0,10,31
2.4.1.305,14,2,2,5,0,81,58,151,8,1,1,52,32,2,5,62,9,27,2,31,0,40,0,25,23,21,40
1.3.1.1,207,143,912,672,53,239,399,538,184,25,4,2249,211,20,5,99,1199,286,367,230,45,186,80,1908,152,343,882
4.3.2.6,118,31,21,73,0,53,0,0,3,3,0,15,0,0,0,0,0,10,0,1,0,6,0,2,1,0,0
3.4.15.6,1,0,0,1,0,1,1,1,0,0,2,1,1,0,2,34,6,0,1,4,0,1,2,13,0,0,0
3.4.14.12,961,8988,304,1206,0,363,1434,505,616,290,495,400,588,374,422,245,523,888,266,820,312,529,207,222,299,1134,1025
3.4.17.21,0,2,3,0,0,2,1,0,0,0,0,1,2,1,2,0,3,1,0,8,0,0,0,2,0,0,1
2.3.2.5,169,613,62,287,129,161,166,168,144,4,5,61,106,18,5,43,128,104,95,65,175,86,193,46,19,232,121
3.3.2.6,425,2014,323,122,0,64,344,86,209,1,70,95,61,61,5,45,64,233,3,42,15,41,27,114,35,201,99
1.14.13.163,0,0,2,62,0,38,16,6,1,35,1,11,135,0,1,0,1,27,0,2,15,2,15,5,0,8,34
3.13.1.1,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0
1.3.1.78,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0
1.1.1.276,1,1,0,10,0,0,20,18,2,2,52,22,33,0,3,4,7,33,0,13,3,22,0,28,8,75,10
1.14.99.n4,2,4,3,3,0,3,10,0,107,5,2,18,1,0,2,51,21,30,0,1,1,7,0,3,3,5,27
2.7.7.56,56,20,24,10,1,166,32,20,1,0,1,75,1,1,0,1,23,10,80,18,63,15,157,66,49,42,74
1.5.1.42,1,1,0,2,0,0,0,2,0,0,0,5,31,0,1,1,1,0,0,0,0,1,0,8,0,3,0
1.1.99.22,1,3,0,6,1,0,3,8,4,3,3,3,14,1,1,3,34,2,0,2,0,11,0,5,0,1,28
2.5.-.-,24,733,8,250,0,41,393,147,67,0,1,30,96,111,58,36,60,231,3,6,1,18,3,21,6,124,29
2.3.3.13,137,100,227,1056,1,2398,1688,1389,273,97,113,394,214,52,45,28,269,234,256,195,54,274,85,215,97,179,651
2.4.99.12,675,57,199,66,0,162,20,29,88,20,53,47,44,3,3,2,66,62,6,106,88,111,34,27,7,23,68
4.1.1.35,434,4319,210,1183,116,553,1275,791,814,606,445,358,264,142,56,242,686,1368,499,304,139,371,116,130,219,560,419
3.6.3.38,41,54,40,0,1,1,11,15,6,9,1,14,14,1,2,2,9,53,18,15,10,18,0,22,7,1,2
3.4.11.3,2,0,2,2,0,2,2,0,5,2,2,0,4,1,2,0,1,0,1,5,0,1,0,0,0,3,2
3.1.3.8,167,0,15,2,0,0,2,2,0,1,0,1,0,1,5,0,3,9,0,12,0,8,0,4,0,8,20
3.4.11.24,0,0,2,2,0,0,0,0,1,0,1,3,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0
2.1.1.11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
2.1.1.156,0,108,0,108,1,0,121,57,29,24,0,43,17,0,1,9,0,66,0,6,1,9,1,4,0,6,52
2.3.1.82,0,1,0,1,0,1,0,2,0,0,0,1,0,0,1,0,3,4,1,4,6,0,0,0,0,0,0
1.13.11.65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1.14.13.29,0,0,1,13,0,0,0,0,0,0,40,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1.17.1.5,0,4,13,62,0,21,39,10,5,2,111,50,91,58,7,30,92,50,86,59,219,59,45,34,21,12,89
2.5.1.6,41,22,63,41,0,3,15,20,5,2,1,11,1,3,1,1,25,32,9,43,8,47,0,7,10,6,22
3.4.24.22,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.7.1.100,44,14,1,130,0,106,177,159,52,0,59,139,12,0,2,0,38,17,2,16,6,24,0,11,0,3,6
